id,type,url,description,name,permalink,state,banner-url,restrict-forum-creation,description-display-mode,visibility-mode,platform-analytics-tag-list,project-tag-list,image-url,image-caption,image-description,text-wrap-mode,subscribers-count,view-count,home-project,published-at,forum-topics,survey-tools,banner-caption,quick-poll-layout,created-at,updated-at,archival-reason-message,access,contribution-count,is-social-sharing-modal-enabled,role-in-current-context,can-contribute,scheduled-at,parent-id,meta-description,meta-keywords,redirect-url
37912,projects,https://engagevancouver.ca.engagementhq.com/4569-langara-ave,"<p>The City of Vancouver has received a request for permission to develop this site, consisting of:</p><ul><li>Exterior alterations to provide improvements to this existing single detached house on this site</li><li>Scope of work includes building a steel platform supported by steel posts, including steel stairs to access the rear of the site, along the East side of this existing inside with lane site</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rs-1.pdf"">RS-1 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",4569 Langara Ave (DP-2023-00454) development application ,4569-langara-ave,archived,NA,TRUE,detailed,Public,"Development, West Point Grey, Not Approved","Development, West Point Grey, Not Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/5670eebbabd83c0033526a554bea3a27e51c84e8/original/1688687963/50334e118d4e443b3f0151281f3b54a6_ShapeYourCity-Generic-Green.jpg?1688687963,View from the northside,Generic image,textwrap_default,0,0,FALSE,2023-07-07T14:11:38-07:00,0,1,,tool,2023-06-20T14:08:41-07:00,2023-09-21T10:40:11-07:00,"<p><strong>The Director of Planning has requested you be advised that this application was considered on September 20, 2023, and was refused. &nbsp;It should be noted, however, that the applicant has the right to appeal this decision of refusal to the&nbsp;</strong><a href=""https://vancouver.ca/your-government/board-of-variance.aspx""><strong>Board of Variance</strong></a><strong>&nbsp;in accordance with the provisions of the&nbsp;</strong><a href=""http://www.bclaws.ca/civix/document/id/complete/statreg/vanch_00""><strong>Vancouver Charter</strong></a><strong>.</strong></p><p><br></p>",FALSE,1,FALSE,participant,TRUE,NA,15404,NA,NA,NA
37913,projects,https://engagevancouver.ca.engagementhq.com/575-w-20-ave,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/8f221103d09a34cb5af255b206024d4a8bb05d97/original/1689007461/47c813f1ccfa6cf34656c39b7a77e617_Rendering_view_from_main_house.png?1689007461"" style=""width: 85%;"" class=""fr-fic fr-dib""></p><p>Lanefab Design and Build Ltd. has applied to the City of Vancouver for permission to retain the existing heritage single detached house (Building 1) and to develop an infill single detached house (Building 2) at the rear of this site, consisting of:</p><ul><li>A proposed Floor Space Ratio of 0.84 for the site(approximately 3,378 sq. ft.)</li><li>A proposed height of approximately 23.60 ft. (7.2 m) for the infill building</li><li>A total of one parking space having access from the lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rs-5.pdf"">RS-5 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",575 W 20th Ave (DP-2023-00332) development application ,575-w-20-ave,archived,NA,TRUE,detailed,Public,"Development, South Cambie, Approved","Development, South Cambie, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/8f221103d09a34cb5af255b206024d4a8bb05d97/original/1689007622/32d704e4b5b517719ae333283007130b_Rendering_view_from_main_house.png?1689007622,View from the northside,Rendering view from main house,textwrap_default,0,0,FALSE,2023-07-10T10:10:13-07:00,0,1,,tool,2023-06-20T14:09:19-07:00,2024-02-20T14:38:16-08:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on January 29, 2024.</strong></p><p><br></p>",FALSE,0,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38029,projects,https://engagevancouver.ca.engagementhq.com/5828-5850-granville-st-2,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/b0f42322866d88387dfa5e4a394d03fbed5b7195/original/1687966124/01fbe332fb522aa9cf9e78a863645871_Rendering_of_5828-5850_Granville_St.JPG?1687966124"" style=""width: 100%;"" class=""fr-fic fr-dib""></p><p>Granville Street East Project LP has applied to the City of Vancouver for permission to develop the following on this site:</p><ul><li>A five-storey, plus amenity apartment building and two three-storey townhouses, consisting of:<ul><li style=""margin-left: 20px;"">91 Secured Market Rental Units</li><li style=""margin-left: 20px;"">A proposed floor area of 56,360.8 sq.ft. (5,236 m&sup2;)</li><li style=""margin-left: 20px;"">A proposed height of 57.41 ft. (17.5 m)</li><li style=""margin-left: 20px;"">One level of underground parking, having vehicular access from the lane</li></ul></li></ul><p>Under the site&rsquo;s proposed <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rr-2a-2b-2c.pdf"">RR-2B zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p><p><br></p>",5828-5850 Granville St (DP-2023-00302) development application,5828-5850-granville-st-2,archived,NA,TRUE,detailed,Public,"Development, Oakridge, Approved","Development, Oakridge, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/b0f42322866d88387dfa5e4a394d03fbed5b7195/original/1687966137/7d008fd5795033ccdb443a376cbfefbc_Rendering_of_5828-5850_Granville_St.JPG?1687966137,View from the northside,Rendering of 5828-5850 Granville St,textwrap_default,0,0,FALSE,2023-06-28T08:40:41-07:00,0,1,,tool,2023-06-28T08:27:25-07:00,2023-09-14T10:09:42-07:00,"<p><strong>The Director of Planning approved the application on September 13, 2023, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,3,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38041,projects,https://engagevancouver.ca.engagementhq.com/6137-granville-st,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/355491253dc33032c71384b7b917ec240e95bd2b/original/1687987140/9ef5b8916aaa9d8853b4e0e84cb9af1d_Rendering_of_6137_Granville_St.JPG?1687987140"" style=""width: 100%;"" class=""fr-fic fr-dib""></p><p>Intracorp Homes has applied to the City of Vancouver for permission to develop a multiple dwelling building, having five storeys on this site, consisting of:</p><ul><li>A total of 90 Secured Market Rental units</li><li>A proposed FSR of 2.39 (5,426.3 m&sup2;)</li><li>A proposed height of 16.7 m</li><li>One level of underground parking, providing a total of 37 parking spaces having vehicular access from the lane</li></ul><p>Under the site&rsquo;s proposed <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rr-2a-2b-2c.pdf"">RR-2B zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p><p><br></p>",6137 Granville St (DP-2023-00408) development application,6137-granville-st,archived,NA,TRUE,detailed,Public,"Development, Kerrisdale, Approved","Development, Kerrisdale, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/355491253dc33032c71384b7b917ec240e95bd2b/original/1687986926/ba203ed13c01b5bc8e41bdb79539c388_Rendering_of_6137_Granville_St.JPG?1687986926,View from the northside,Rendering of 6137 Granville St,textwrap_default,0,0,FALSE,2023-06-28T14:44:54-07:00,0,1,,tool,2023-06-28T14:00:26-07:00,2023-09-18T09:09:49-07:00,"<p><strong>The Director of Planning approved the application on September 15, 2023, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,5,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38090,projects,https://engagevancouver.ca.engagementhq.com/4195-alexandra-st,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/17e7374a3b5c63231790827340fd28f639047b85/original/1689110851/c016040070b9b90c7d78cd5f93a7b03d_Capture.PNG?1689110851"" style=""width: 100%;"" class=""fr-fic fr-dib"">Acton Ostry Architects Inc. has applied to the City of Vancouver for permission to develop a three-storey and one-and-one-half-storey addition on the north side and to perform interior and exterior alterations to this existing two-storey private Secondary School (Little Flower Academy), consisting of:</p><ul><li>A proposed top of parapet height of approximately 14.89 m (48.84 ft.)</li><li>A proposed Floor Space Ratio of approximately 1.28 (20,571 m&sup2; / 221,423 sq. ft.)</li><li>Removing the south portion of the existing two-storey building and proposing a new practice field and surface parking, providing 48 parking spaces having vehicular access from Nanton Avenue</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rs-5.pdf"">RS-5 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",4195 Alexandra St (DP-2023-00333) development application,4195-alexandra-st,archived,NA,TRUE,detailed,Public,"Development, Shaughnessy, Approved","Development, Shaughnessy, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/17e7374a3b5c63231790827340fd28f639047b85/original/1689110902/e6c9f45619955584ee3a012c5b5dda2b_Capture.PNG?1689110902,View from the northside,aerial view,textwrap_default,0,0,FALSE,2023-07-11T15:29:38-07:00,0,1,,tool,2023-07-04T13:57:01-07:00,2023-08-17T12:15:02-07:00,"<p><strong>The Director of Planning approved the application on August 17, 2023, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,0,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38091,projects,https://engagevancouver.ca.engagementhq.com/2075-stephens-st,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/61ee1543505722982b44c024cb5afe0a1eb565c9/original/1689636593/77598399c028aa18abb0efe798857698_Rendering_view_from_Stephens_St.png?1689636593"" style=""width: 80%;"" class=""fr-fic fr-dib""></p><p>Architectural Collective Inc. has applied to the City of Vancouver for permission to add, alter and convert this existing character single detached house to a Multiple Conversion Dwelling containing two dwelling units, consisting of:</p><ul class=""decimal_type""><li>A proposed total Floor Space Ratio of 0.75 (approximately 2,360 sq. ft.) for the site</li><li>A proposed (three stories) height of approximately 29.5 ft.</li><li>One attached garage and one small car surface parking, having vehicular access from the lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rt-8.pdf"">RT-8 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",2075 Stephens St (DP-2023-00374) development application,2075-stephens-st,archived,NA,TRUE,detailed,Public,"Development, Kitsilano, Approved","Development, Kitsilano, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/61ee1543505722982b44c024cb5afe0a1eb565c9/original/1689636633/8632913817b7b2d4025eadf46098ea89_Rendering_view_from_Stephens_St.png?1689636633,View from the northside,Rendering view from Stephens St,textwrap_default,0,0,FALSE,2023-07-18T09:05:32-07:00,0,1,,tool,2023-07-04T13:57:30-07:00,2023-09-21T11:48:37-07:00,"<p><strong>The Director of Planning approved the application on September 21, 2023, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,2,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38092,projects,https://engagevancouver.ca.engagementhq.com/1833-whyte-ave,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/44e2cded18d75336e465b690af103cb98406f00b/original/1689885180/84d440d244658a45da101793720833ea_Rendering_view_from_Whyte_Ave.png?1689885180"" style=""width: 85%;"" class=""fr-fic fr-dib""></p><p>HUX Architecture has applied to the City of Vancouver for permission to develop on this site a three-storey single detached house with a secondary suite and a detached garage, consisting of:</p><ul><li>A proposed Floor Space Ratio of 0.75 (approximately 2,974 sq. ft.) for the site</li><li>A proposed height of approximately 33.8 ft.</li><li>Two parking spaces, having vehicular access from the lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rt-9.pdf"">RT-9 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",1833 Whyte Ave (DP-2023-00461) development application ,1833-whyte-ave,archived,NA,TRUE,detailed,Public,"Development, Kitsilano, Approved","Development, Kitsilano, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/44e2cded18d75336e465b690af103cb98406f00b/original/1689885212/de932bb09638ea049af5c0f71ee892b3_Rendering_view_from_Whyte_Ave.png?1689885212,View from the northside,Rendering view from Whyte Ave,textwrap_default,0,0,FALSE,2023-07-20T13:51:05-07:00,0,1,,tool,2023-07-04T13:57:50-07:00,2023-09-28T08:08:28-07:00,"<p><strong>The Director of Planning approved the application on September 27, 2023, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,3,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38093,projects,https://engagevancouver.ca.engagementhq.com/3205-arbutus-st-2,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/ee42fcdaf6a341958e6af00215a79972ff4261e0/original/1689963763/d8a90cd3fdeefcf9e57a6ee462f22612_Rendering_view_from_Arbutus_St.png?1689963763"" style=""width: 85%;"" class=""fr-fic fr-dib""></p><p>Strand has applied to the City of Vancouver for permission to develop a four-storey mixed-use residential building with five storeys of secured market residential rental units to the rear of the commercial [retail] space for a total of 54 dwelling units, and an additional partial storey for an amenity room, consisting of:</p><ul class=""decimal_type""><li>A total height of approximately 55 ft. to top of parapet and 65 ft. to the top of the amenity room</li><li>A total floor space ratio of 2.56 (approximately 42,950 sq. ft.)</li><li>Two levels of underground parking providing a total of 52 parking spaces having vehicular access from the lane</li></ul><p>Under the site&rsquo;s pending <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-cd-1.pdf"">CD-1 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",3205 Arbutus St (DP-2023-00379) development application ,3205-arbutus-st-2,archived,NA,TRUE,detailed,Public,"Development, Arbutus Ridge, Approved","Development, Arbutus Ridge, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/ee42fcdaf6a341958e6af00215a79972ff4261e0/original/1689963801/230eed9797665524ca5cdaa64f11834c_Rendering_view_from_Arbutus_St.png?1689963801,View from the northside,Rendering view from Arbutus St,textwrap_default,0,0,FALSE,2023-07-21T20:44:16-07:00,0,1,,tool,2023-07-04T13:59:17-07:00,2024-04-29T10:54:03-07:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on April 24, 2024.</strong></p><p><br></p>",FALSE,2,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38117,projects,https://engagevancouver.ca.engagementhq.com/4949-heather-st,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/fa5cd7d7b94ef69e5319c7074a1df24596be516b/original/1688583335/b6e75a07c0fc81ced6b970200254bdca_Rendering_of_4949_Heather_St.JPG?1688583335"" style=""width: 100%;"" class=""fr-fic fr-dib""></p><p>Aquilini Development in partnership with the Musqueam Indian Band, Squamish Nation and Tsleil-Waututh Nation has applied to the City of Vancouver for permission to develop the temporary Heather Lands Presentation Centre on this site, consisting of:</p><ul><li>A one-storey building, with a building height of approximately 6.4 m (21 ft.)</li><li>A building area of approximately 750 m&sup2; (8,073 sq. ft.)</li><li>A building that references the traditional Salish Long Housing and will serve as the commercial sales centre for multiple phases on the 8.5 hectare site</li><li>Vehicular access from Heather Street</li></ul><p>Under the site&rsquo;s existing <a href=""https://cd1-bylaws.vancouver.ca/cd-1(080).PDF"">CD-1 (80) zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",4949 Heather St (DP-2023-00361) development application,4949-heather-st,archived,NA,TRUE,detailed,Public,"Development, South Cambie, Approved","Development, South Cambie, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/fa5cd7d7b94ef69e5319c7074a1df24596be516b/original/1688582803/447efb64073c6fb274af4865c757dbdb_Rendering_of_4949_Heather_St.JPG?1688582803,View from the northside,Rendering of 4949 Heather St,textwrap_default,0,0,FALSE,2023-07-06T16:01:43-07:00,0,1,,tool,2023-07-05T11:45:47-07:00,2023-09-13T13:48:28-07:00,"<p><strong>The Director of Planning approved the application on August 24, 2023, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,3,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38144,projects,https://engagevancouver.ca.engagementhq.com/1200-w-73-ave,"<p>Syncor Solutions Limited has applied to the City of Vancouver for permission to perform interior alterations and to change the use from Office to Small Scale Pharmacy in this existing commercial building, consisting of:</p><ul><li>A proposed floor area of 951 sq.ft.</li><li>Hours of operation:<ul><li style=""text-align: justify; margin-left: 40px;"">Monday - Friday: 9:00 am - 5:00 pm</li><li style=""text-align: justify; margin-left: 40px;"">Saturday: 10:00 am - 4:00 pm</li><li style=""text-align: justify; margin-left: 40px;"">Sundays and Holidays: 11:00 am - 3:00 pm</li></ul></li></ul><p>Under the site&rsquo;s existing<a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-c-2.pdf""> C-2 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",1200 W 73rd Ave (DP-2023-00488) development application ,1200-w-73-ave,archived,NA,TRUE,detailed,Public,"Development, Marpole, Approved","Development, Marpole, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/5670eebbabd83c0033526a554bea3a27e51c84e8/original/1690307582/ac5c2cae99d767d7e881ad025fdfeb1d_ShapeYourCity-Generic-Green.jpg?1690307582,View from the northside,Generic image,textwrap_default,0,0,FALSE,2023-07-25T11:10:11-07:00,0,1,,tool,2023-07-06T11:17:25-07:00,2023-09-11T09:33:53-07:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on September 11, 2023.</strong></p><p><br></p>",FALSE,1,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38145,projects,https://engagevancouver.ca.engagementhq.com/637-e-15-ave,"<p>Ark and Mason Design Ltd. has applied to the City of Vancouver for permission for interior alterations and change of use from Retail Store to Health Enhancement Centre, in this existing mixed-use building, at the above-noted address, consisting of:</p><ul><li>A floor area of approximately 982.0 sq. ft.</li><li>Proposed hours of operation: 10:00 am to 8:00 pm, seven days a week</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-c-2c.pdf"">C-2C zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",637 E 15th Ave (DP-2023-00364) development application ,637-e-15-ave,archived,NA,TRUE,detailed,Public,"Development, Mount Pleasant, Approved","Development, Mount Pleasant, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/5670eebbabd83c0033526a554bea3a27e51c84e8/original/1690386034/5ed7da5d211997dffd7e608ef9137eb0_ShapeYourCity-Generic-Green.jpg?1690386034,View from the northside,generic image,textwrap_default,0,0,FALSE,2023-07-26T08:54:50-07:00,0,1,,tool,2023-07-06T11:17:47-07:00,2023-09-14T11:12:40-07:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on September 14, 2023.</strong></p><p><br></p>",FALSE,11,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38146,projects,https://engagevancouver.ca.engagementhq.com/1636-frances-st,"<p>Robert Chester Architect has applied to the City of Vancouver for permission to develop a two-storey duplex on this site, consisting of:</p><ul><li>A total height of approximately 34 ft.</li><li>A total floor space ratio of 1.0 (approximately 4,000 ft&sup2;)</li><li>Two parking spaces in rear garage, having vehicular access from the lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rm-4.pdf"">RM-4 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",1636 Frances St (DP-2022-00940) development application ,1636-frances-st,archived,NA,TRUE,detailed,Public,"Development, Grandview-Woodland, Approved","Development, Grandview-Woodland, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/5670eebbabd83c0033526a554bea3a27e51c84e8/original/1690821523/3bcc12546f7cff078d416a0f45584216_ShapeYourCity-Generic-Green.jpg?1690821523,View from the northside,generic image,textwrap_default,0,0,FALSE,2023-07-31T10:00:44-07:00,0,1,,tool,2023-07-06T11:18:07-07:00,2023-08-21T09:39:09-07:00,"<p><strong>The Director of Planning approved the application on August 18, 2023, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,3,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38220,projects,https://engagevancouver.ca.engagementhq.com/6476-blenheim-st,"<p>Alka Pool Construction has applied to the City of Vancouver for permission to add an outdoor pool and legalize the buildings (barn, greenhouse and storage shed) on this site, consisting of:</p><ul><li>A total height of approximately 13 ft. for the Barn, 10 ft. for the Greenhouse and 10 ft. for the Storage Shed</li><li>A total floor area of approximately 200 sq. ft. for the Barn, 83 sq. ft. for the Greenhouse and 90 sq. ft. for the Storage Shed</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-ra-1.pdf"">RA-1 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",6476 Blenheim St (DP-2022-00917) development application ,6476-blenheim-st,archived,NA,TRUE,detailed,Public,"Development, Kerrisdale, Approved","Development, Kerrisdale, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/5670eebbabd83c0033526a554bea3a27e51c84e8/original/1690923882/69d9fde7f0948fb4b9b075aee6b07d47_ShapeYourCity-Generic-Green.jpg?1690923882,View from the northside,generic image,textwrap_default,0,0,FALSE,2023-08-01T14:19:28-07:00,0,1,,tool,2023-07-11T09:08:28-07:00,2023-09-27T14:49:20-07:00,"<p><strong>The Director of Planning approved the application on September 27, 2023, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,1,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38221,projects,https://engagevancouver.ca.engagementhq.com/4088-maple-cres,"<p>Terra Firma Design Ltd. has applied to the City of Vancouver for permission to convert this existing character home into a Multiple Conversion Dwelling with three units and to build a new Infill Single Detached House at the rear, consisting of:</p><ul><li>A proposed height of approximately 32.22 ft./ 9.82 m for the Multiple Conversion Dwelling (Building 1)</li><li>A proposed height of approximately 28 ft./ 8.5 m for the Infill (Building 2)</li><li>A proposed Floor Space Ratio of 0.85 for the site (approximately 7,555 ft&sup2;/ 701 m&sup2;)</li><li>Four enclosed parking spaces, having access from the lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rs-5.pdf"">RS-5 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",4088 Maple Cres (DP-2023-00418) development application ,4088-maple-cres,archived,NA,TRUE,detailed,Public,"Development, Shaughnessy, Approved","Development, Shaughnessy, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/5670eebbabd83c0033526a554bea3a27e51c84e8/original/1691080249/62bc77a0ffe294863c71f1ac73c7e698_ShapeYourCity-Generic-Green.jpg?1691080249,View from the northside,generic image,textwrap_default,0,0,FALSE,2023-08-03T09:59:17-07:00,0,1,,tool,2023-07-11T09:08:46-07:00,2023-09-26T11:36:59-07:00,"<p><strong>The Director of Planning approved the application on September 26, 2023, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,3,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38222,projects,https://engagevancouver.ca.engagementhq.com/2738-e-hastings-st,"<p>Zodiac Cannabis Corp. has applied to the City of Vancouver for permission for interior alterations and change of use from Health Care Office to a Cannabis Retail Store in this existing mixed-use building, consisting of:</p><ul><li>A proposed floor arear of approximately 1,068.0 sq. ft.</li><li>Hours of operation from 9 am - 11 pm, seven days a week</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-c-2c1.pdf"">C-2C1 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",2738 E Hastings St (DP-2023-00529) cannabis retail development application ,2738-e-hastings-st,archived,NA,TRUE,detailed,Public,"Development, Hastings-Sunrise, Cannabis, Not Approved","Development, Hastings-Sunrise, Cannabis, Not Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/5670eebbabd83c0033526a554bea3a27e51c84e8/original/1691512288/7bd8979547163d8aa73739d762575fd6_ShapeYourCity-Generic-Green.jpg?1691512288,View from the northside,generic image,textwrap_default,0,0,FALSE,2023-08-08T09:54:50-07:00,0,1,,tool,2023-07-11T09:09:11-07:00,2023-10-12T11:09:25-07:00,"<p><strong>The Director of Planning has requested you be advised that this application was considered on October 11, 2023, and was refused. &nbsp;It should be noted, however, that the applicant has the right to appeal this decision of refusal to the&nbsp;</strong><a href=""https://vancouver.ca/your-government/board-of-variance.aspx""><strong>Board of Variance</strong></a><strong>&nbsp;in accordance with the provisions of the&nbsp;</strong><a href=""http://www.bclaws.ca/civix/document/id/complete/statreg/vanch_00""><strong>Vancouver Charter</strong></a><strong>.</strong></p><p><br></p>",FALSE,13,FALSE,participant,TRUE,NA,15404,NA,NA,NA
38433,projects,https://engagevancouver.ca.engagementhq.com/5190-clarendon-st,"<p>Danny Kang has applied to the City of Vancouver for permission to develop a two-and-half-storey multiple dwelling (townhouse), containing a total of four dwelling units, with a detached accessory building (garage) at the rear, consisting of:</p><ul><li>A total height of approximately 38 ft.</li><li>A total Floor Space Ratio of 1.2 (approximately 7,000 sq. ft.)</li><li>Two parking spaces in the garage and two surface parking spaces, all having vehicular access from the lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rm-7-7an.pdf"">RM-7 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",5190 Clarendon St (DP-2023-00132) development application ,5190-clarendon-st,archived,NA,TRUE,detailed,Public,"Development, Renfrew-Collingwood, Approved","Development, Renfrew-Collingwood, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/5670eebbabd83c0033526a554bea3a27e51c84e8/original/1691604085/dbabcd5f42757c15b47d5f6ca3c2e699_ShapeYourCity-Generic-Green.jpg?1691604085,View from the northside,generic image,textwrap_default,0,0,FALSE,2023-08-09T11:24:20-07:00,0,1,,tool,2023-07-24T09:33:08-07:00,2023-09-05T15:29:55-07:00,"<p><strong>The Director of Planning approved the application on September 5, 2023, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,2,FALSE,participant,TRUE,NA,15404,NA,NA,NA
